PUBLIC_RECORD_ID,FACULTY,DEGREE_PROGRAM,CURRICULUM_YEAR,GENDER,AGE,MARITAL_STATUS,ETHNICITY,DISABILITY,INSTITUTION_TYPE,NATIONALITY_COUNTRY,TRANSFER_STUDENT_FLAG,PAYMENT_PLAN,ONLINE_ADMISSION_TYPE,PAYMENT_DEFERRAL_TYPE,SCHOLARSHIP_NAME,TARGET_RISK,REGION
1342,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,34,Married,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1343,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1344,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,36,Cohabiting,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Institutional Document,1,Coastal Region
1345,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,41,Single,Montubio,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Others/Abroad
1346,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1347,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,40,Single,White,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1348,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1349,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,40,Divorced,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1350,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1351,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,29,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1352,Online Undergraduate Faculty,Business Administration - Online,2020,Male,26,Single,Mestizo,No,Particular,Ecuadorian,No,No,Technologist,0.0,Institutional Scholarship,1,Coastal Region
1353,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,50,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1354,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1355,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,33,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1356,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,23,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1357,Online Undergraduate Faculty,Business Administration - Online,2020,Female,27,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1358,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,43,Single,Indigenous,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1359,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,38,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1360,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,26,Single,Indigenous,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Institutional Document,1,Coastal Region
1361,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,33,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1362,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1363,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Male,32,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1364,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,48,Single,Indigenous,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Document,1,Coastal Region
1365,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,52,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Teacher Network,0.0,Agreement Scholarship,1,Coastal Region
1366,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Female,37,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,Agreement Scholarship,1,Highlands Region
1367,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1368,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1369,Online Undergraduate Faculty,Business Administration - Online,2020,Male,30,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1370,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,22,Single,Mestizo,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1371,Online Undergraduate Faculty,Business Administration - Online,2020,Female,23,Single,Indigenous,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1372,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,47,Married,Mestizo,No,Particular,Ecuadorian,No,No,External Validation,0.0,Agreement Scholarship,1,Coastal Region
1373,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,29,Single,Mestizo,Yes,Particular,Ecuadorian,No,No,External Validation,0.0,Agreement Scholarship,1,Coastal Region
1374,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,32,Married,Indigenous,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1375,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1376,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1377,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1378,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,30,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1379,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1380,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,White,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1381,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,25,Single,White,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1382,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1383,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Internal Validation,0.0,Agreement Scholarship,1,Coastal Region
1384,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,32,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1385,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,26,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1386,Online Undergraduate Faculty,Education Sciences (Teacher Network),2020,Male,40,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Teacher Network,0.0,Agreement Scholarship,1,Coastal Region
1387,Online Undergraduate Faculty,International Business - Online,2020,Male,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1388,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,External Validation,0.0,Institutional Scholarship,1,Coastal Region
1389,Online Undergraduate Faculty,Communication (ARGOS Agreement),2020,Female,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1390,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1391,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,20,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1392,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1393,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,24,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1394,Online Undergraduate Faculty,Business Administration - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1395,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1396,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1397,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,27,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1398,Online Undergraduate Faculty,Commerce - Online,2020,Female,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1399,Online Undergraduate Faculty,Business Administration - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1400,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,34,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1401,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,29,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1402,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,33,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1403,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
1404,Online Undergraduate Faculty,Communication - Advertising Strategy Track - Online,2020,Male,34,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1405,Online Undergraduate Faculty,Communication - Advertising Strategy Track - Online,2020,Male,38,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1406,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1407,Online Undergraduate Faculty,International Business - Online,2020,Female,42,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1408,Online Undergraduate Faculty,International Business - Online,2020,Female,35,Married,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,DASE Academic Excellence Scholarship,1,Coastal Region
1409,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1410,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,28,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1411,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,29,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1412,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,28,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1413,Online Undergraduate Faculty,International Business - Online,2020,Female,24,Single,Afro-descendant,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1414,Online Undergraduate Faculty,International Business - Online,2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1415,Online Undergraduate Faculty,International Business - Online,2020,Male,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1416,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1417,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,20,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1418,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1419,Online Undergraduate Faculty,Communication - Public Relations Track - Online,2020,Male,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1420,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,30,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1421,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,30,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1422,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,28,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1423,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,31,Cohabiting,Indigenous,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1424,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,23,Single,Mestizo,No,Municipal,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1425,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,28,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1426,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1427,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,30,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1428,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1429,Online Undergraduate Faculty,International Business - Online,2020,Male,22,Single,Mestizo,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1430,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,30,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1431,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,30,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1432,Online Undergraduate Faculty,International Business - Online,2020,Male,21,Single,White,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1433,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1434,Online Undergraduate Faculty,Business Administration - Online,2020,Male,35,Single,Montubio,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1435,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,29,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1436,Online Undergraduate Faculty,Business Administration - Online,2020,Male,30,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1437,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,35,Married,White,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1438,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1439,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1440,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,23,Single,Afro-descendant,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1441,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,30,Single,Montubio,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1442,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,30,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1443,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,40,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1444,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,22,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1445,Online Undergraduate Faculty,Business Administration - Online,2020,Female,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1446,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,33,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1447,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,36,Married,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1448,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1449,Online Undergraduate Faculty,Business Administration - Online,2020,Female,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1450,Online Undergraduate Faculty,Business Administration - Online,2020,Male,22,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1451,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,35,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1452,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1453,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,32,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1454,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,22,Single,White,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Agreement Scholarship,1,Coastal Region
1455,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1456,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,33,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1457,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1458,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1459,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Highlands Region
1460,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,39,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1461,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,37,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1462,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,24,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1463,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1464,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,22,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1465,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1466,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,26,Single,Montubio,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1467,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1468,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1469,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Others/Abroad
1470,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,33,Married,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Others/Abroad
1471,Online Undergraduate Faculty,Business Administration - Online,2020,Female,22,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1472,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1473,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,40,Divorced,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1474,Online Undergraduate Faculty,International Business - Online,2020,Female,36,Single,Mestizo,No,Particular,Ecuadorian,No,No,DASE,0.0,Agreement Scholarship,1,Coastal Region
1475,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1476,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,35,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1477,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1478,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1479,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,47,Cohabiting,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Highlands Region
1480,Online Undergraduate Faculty,Business Administration - Online,2020,Female,36,Divorced,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
